time Receptor Messenger ReceptorActive
0.01 500 2463 0
0.02 500 2463 0
0.03 500 2463 0
0.04 500 2463 0
0.05 500 2463 0
0.06 500 2463 0
0.07 500 2463 0
0.08 500 2463 0
0.09 500 2463 0
0.1 500 2463 0
0.11 500 2463 0
0.12 500 2463 0
0.13 500 2463 0
0.14 500 2463 0
0.15 500 2463 0
0.16 500 2463 0
0.17 500 2463 0
0.18 500 2463 0
0.19 500 2463 0
0.2 500 2463 0
0.21 500 2463 0
0.22 500 2463 0
0.23 500 2463 0
0.24 500 2463 0
0.25 500 2463 0
0.26 500 2463 0
0.27 500 2463 0
0.28 500 2463 0
0.29 499 2462 1
0.3 499 2462 1
0.31 499 2462 1
0.32 499 2462 1
0.33 498 2461 2
0.34 498 2461 2
0.35 499 2462 1
0.36 499 2462 1
0.37 499 2462 1
0.38 499 2462 1
0.39 499 2462 1
0.4 499 2462 1
0.41 498 2461 2
0.42 498 2461 2
0.43 497 2460 3
0.44 497 2460 3
0.45 497 2460 3
0.46 496 2459 4
0.47 495 2458 5
0.48 495 2458 5
0.49 494 2457 6
0.5 493 2456 7
0.51 493 2456 7
0.52 493 2456 7
0.53 493 2456 7
0.54 493 2456 7
0.55 493 2456 7
0.56 492 2455 8
0.57 492 2455 8
0.58 492 2455 8
0.59 491 2454 9
0.6 491 2454 9
0.61 490 2453 10
0.62 490 2453 10
0.63 489 2452 11
0.64 489 2452 11
0.65 489 2452 11
0.66 489 2452 11
0.67 488 2451 12
0.68 488 2451 12
0.69 488 2451 12
0.7 487 2450 13
0.71 486 2449 14
0.72 486 2449 14
0.73 485 2448 15
0.74 485 2448 15
0.75 485 2448 15
0.76 485 2448 15
0.77 485 2448 15
0.78 486 2449 14
0.79 485 2448 15
0.8 485 2448 15
0.81 484 2447 16
0.82 484 2447 16
0.83 483 2446 17
0.84 483 2446 17
0.85 483 2446 17
0.86 484 2447 16
0.87 481 2444 19
0.88 480 2443 20
0.89 480 2443 20
0.9 480 2443 20
0.91 481 2444 19
0.92 481 2444 19
0.93 480 2443 20
0.94 479 2442 21
0.95 478 2441 22
0.96 479 2442 21
0.97 479 2442 21
0.98 478 2441 22
0.99 478 2441 22
1 478 2441 22
1.01 476 5166 24
1.02 476 5166 24
1.03 476 5166 24
1.04 475 5165 25
1.05 475 5165 25
1.06 475 5165 25
1.07 474 5164 26
1.08 475 5165 25
1.09 474 5164 26
1.1 475 5165 25
1.11 476 5166 24
1.12 474 5164 26
1.13 474 5164 26
1.14 474 5164 26
1.15 474 5164 26
1.16 473 5163 27
1.17 473 5163 27
1.18 473 5163 27
1.19 472 5162 28
1.2 469 5159 31
1.21 469 5159 31
1.22 470 5160 30
1.23 469 5159 31
1.24 469 5159 31
1.25 467 5157 33
1.26 468 5158 32
1.27 468 5158 32
1.28 468 5158 32
1.29 468 5158 32
1.3 466 5156 34
1.31 466 5156 34
1.32 465 5155 35
1.33 465 5155 35
1.34 466 5156 34
1.35 466 5156 34
1.36 466 5156 34
1.37 463 5153 37
1.38 462 5152 38
1.39 462 5152 38
1.4 461 5151 39
1.41 459 5149 41
1.42 458 5148 42
1.43 457 5147 43
1.44 457 5147 43
1.45 456 5146 44
1.46 455 5145 45
1.47 455 5145 45
1.48 455 5145 45
1.49 454 5144 46
1.5 452 5142 48
1.51 451 5141 49
1.52 450 5140 50
1.53 449 5139 51
1.54 447 5137 53
1.55 447 5137 53
1.56 446 5136 54
1.57 447 5137 53
1.58 445 5135 55
1.59 445 5135 55
1.6 443 5133 57
1.61 442 5132 58
1.62 441 5131 59
1.63 442 5131 58
1.64 444 5133 56
1.65 444 5132 56
1.66 443 5131 57
1.67 439 5127 61
1.68 438 5126 62
1.69 437 5125 63
1.7 436 5124 64
1.71 435 5123 65
1.72 436 5124 64
1.73 436 5124 64
1.74 437 5125 63
1.75 437 5125 63
1.76 438 5126 62
1.77 437 5125 63
1.78 435 5123 65
1.79 435 5122 65
1.8 434 5121 66
1.81 434 5120 66
1.82 435 5121 65
1.83 435 5121 65
1.84 437 5123 63
1.85 437 5122 63
1.86 437 5122 63
1.87 435 5120 65
1.88 433 5118 67
1.89 434 5119 66
1.9 435 5120 65
1.91 436 5121 64
1.92 434 5119 66
1.93 435 5119 65
1.94 433 5117 67
1.95 432 5116 68
1.96 431 5115 69
1.97 430 5114 70
1.98 427 5111 73
1.99 427 5111 73
2 426 5110 74
2.01 425 5576 75
2.02 425 5576 75
2.03 423 5574 77
2.04 424 5575 76
2.05 425 5576 75
2.06 425 5576 75
2.07 425 5575 75
2.08 424 5574 76
2.09 424 5574 76
2.1 422 5572 78
2.11 421 5571 79
2.12 420 5570 80
2.13 418 5568 82
2.14 417 5567 83
2.15 417 5567 83
2.16 417 5567 83
2.17 417 5567 83
2.18 418 5568 82
2.19 416 5566 84
2.2 418 5568 82
2.21 419 5569 81
2.22 420 5570 80
2.23 419 5569 81
2.24 417 5567 83
2.25 418 5568 82
2.26 417 5567 83
2.27 417 5566 83
2.28 416 5564 84
2.29 417 5565 83
2.3 418 5565 82
2.31 415 5561 85
2.32 415 5561 85
2.33 415 5561 85
2.34 416 5562 84
2.35 417 5563 83
2.36 417 5563 83
2.37 418 5562 82
2.38 418 5562 82
2.39 417 5560 83
2.4 416 5559 84
2.41 416 5559 84
2.42 416 5559 84
2.43 414 5557 86
2.44 414 5557 86
2.45 415 5558 85
2.46 413 5556 87
2.47 410 5553 90
2.48 410 5553 90
2.49 409 5552 91
2.5 410 5553 90
2.51 409 5552 91
2.52 410 5553 90
2.53 413 5556 87
2.54 410 5553 90
2.55 408 5551 92
2.56 407 5549 93
2.57 405 5547 95
2.58 406 5548 94
2.59 405 5547 95
2.6 405 5547 95
2.61 406 5547 94
2.62 406 5547 94
2.63 406 5547 94
2.64 406 5547 94
2.65 407 5548 93
2.66 406 5547 94
2.67 405 5546 95
2.68 403 5543 97
2.69 405 5545 95
2.7 404 5543 96
2.71 403 5542 97
2.72 400 5539 100
2.73 401 5540 99
2.74 399 5538 101
2.75 400 5539 100
2.76 400 5538 100
2.77 401 5539 99
2.78 402 5540 98
2.79 404 5542 96
2.8 403 5541 97
2.81 403 5540 97
2.82 403 5540 97
2.83 402 5539 98
2.84 401 5538 99
2.85 401 5538 99
2.86 401 5538 99
2.87 399 5534 101
2.88 400 5535 100
2.89 403 5537 97
2.9 402 5536 98
2.91 402 5536 98
2.92 401 5535 99
2.93 399 5533 101
2.94 400 5534 100
2.95 400 5534 100
2.96 400 5534 100
2.97 401 5535 99
2.98 400 5533 100
2.99 400 5533 100
3 399 5531 101
3.01 398 5530 102
3.02 399 8279 101
3.03 399 8278 101
3.04 400 8278 100
3.05 399 8276 101
3.06 400 8274 100
3.07 400 8274 100
3.08 403 8277 97
3.09 404 8277 96
3.1 403 8276 97
3.11 401 8274 99
3.12 400 8273 100
3.13 400 8273 100
3.14 402 8275 98
3.15 404 8277 96
3.16 401 8274 99
3.17 403 8276 97
3.18 406 8279 94
3.19 405 8277 95
3.2 403 8273 97
3.21 402 8271 98
3.22 402 8271 98
3.23 404 8273 96
3.24 404 8273 96
3.25 406 8275 94
3.26 406 8275 94
3.27 405 8274 95
3.28 404 8272 96
3.29 403 8271 97
3.3 399 8267 101
3.31 399 8266 101
3.32 399 8266 101
3.33 396 8263 104
3.34 395 8262 105
3.35 396 8263 104
3.36 397 8264 103
3.37 396 8263 104
3.38 396 8263 104
3.39 397 8263 103
3.4 395 8261 105
3.41 395 8261 105
3.42 396 8262 104
3.43 398 8264 102
3.44 398 8263 102
3.45 399 8264 101
3.46 399 8264 101
3.47 396 8260 104
3.48 396 8259 104
3.49 396 8259 104
3.5 396 8258 104
3.51 393 8255 107
3.52 392 8254 108
3.53 391 8253 109
3.54 393 8254 107
3.55 392 8253 108
3.56 393 8254 107
3.57 391 8252 109
3.58 391 8252 109
3.59 391 8252 109
3.6 391 8252 109
3.61 392 8253 108
3.62 388 8249 112
3.63 387 8248 113
3.64 384 8245 116
3.65 383 8244 117
3.66 382 8243 118
3.67 381 8241 119
3.68 382 8241 118
3.69 383 8241 117
3.7 385 8242 115
3.71 384 8241 116
3.72 384 8239 116
3.73 386 8241 114
3.74 388 8242 112
3.75 389 8243 111
3.76 390 8244 110
3.77 389 8242 111
3.78 388 8240 112
3.79 389 8240 111
3.8 389 8240 111
3.81 389 8240 111
3.82 389 8240 111
3.83 388 8239 112
3.84 387 8237 113
3.85 386 8236 114
3.86 385 8233 115
3.87 384 8231 116
3.88 386 8233 114
3.89 387 8233 113
3.9 384 8230 116
3.91 388 8234 112
3.92 387 8232 113
3.93 388 8230 112
3.94 387 8229 113
3.95 385 8226 115
3.96 383 8222 117
3.97 382 8221 118
3.98 381 8220 119
3.99 383 8222 117
4 383 8222 117
4.01 384 8223 116
4.02 383 10156 117
4.03 381 10154 119
4.04 382 10152 118
4.05 382 10152 118
4.06 382 10152 118
4.07 381 10151 119
4.08 379 10148 121
4.09 378 10147 122
4.1 378 10147 122
4.11 378 10147 122
4.12 376 10145 124
4.13 375 10144 125
4.14 374 10141 126
4.15 375 10142 125
4.16 374 10140 126
4.17 375 10141 125
4.18 377 10143 123
4.19 377 10143 123
4.2 379 10143 121
4.21 379 10142 121
4.22 379 10142 121
4.23 381 10144 119
4.24 379 10142 121
4.25 374 10136 126
4.26 374 10136 126
4.27 375 10136 125
4.28 375 10134 125
4.29 375 10134 125
4.3 371 10128 129
4.31 372 10129 128
4.32 373 10130 127
4.33 373 10130 127
4.34 375 10131 125
4.35 371 10127 129
4.36 371 10126 129
4.37 370 10124 130
4.38 369 10123 131
4.39 369 10123 131
4.4 368 10122 132
4.41 366 10118 134
4.42 368 10120 132
4.43 366 10118 134
4.44 368 10120 132
4.45 367 10115 133
4.46 369 10117 131
4.47 372 10119 128
4.48 370 10117 130
4.49 366 10113 134
4.5 363 10110 137
4.51 364 10109 136
4.52 363 10106 137
4.53 364 10105 136
4.54 364 10104 136
4.55 364 10102 136
4.56 365 10103 135
4.57 363 10100 137
4.58 362 10097 138
4.59 361 10096 139
4.6 363 10098 137
4.61 363 10097 137
4.62 363 10096 137
4.63 365 10098 135
4.64 364 10097 136
4.65 363 10096 137
4.66 362 10095 138
4.67 361 10094 139
4.68 361 10093 139
4.69 360 10091 140
4.7 357 10088 143
4.71 352 10080 148
4.72 351 10079 149
4.73 352 10080 148
4.74 352 10079 148
4.75 350 10077 150
4.76 351 10076 149
4.77 352 10076 148
4.78 352 10076 148
4.79 352 10075 148
4.8 353 10073 147
4.81 354 10074 146
4.82 354 10074 146
4.83 354 10073 146
4.84 356 10075 144
4.85 355 10074 145
4.86 356 10075 144
4.87 356 10074 144
4.88 353 10071 147
4.89 352 10069 148
4.9 350 10066 150
4.91 351 10067 149
4.92 351 10066 149
4.93 351 10066 149
4.94 350 10064 150
4.95 350 10063 150
4.96 351 10064 149
4.97 354 10065 146
4.98 353 10064 147
4.99 350 10061 150
5 351 10062 149
5.01 349 10059 151
5.02 352 10444 148
5.03 357 10446 143
5.04 357 10446 143
5.05 357 10445 143
5.06 357 10445 143
5.07 358 10446 142
5.08 357 10445 143
5.09 352 10439 148
5.1 352 10437 148
5.11 355 10440 145
5.12 356 10441 144
5.13 358 10439 142
5.14 355 10436 145
5.15 357 10434 143
5.16 359 10434 141
5.17 358 10433 142
5.18 356 10431 144
5.19 355 10430 145
5.2 356 10430 144
5.21 354 10425 146
5.22 354 10422 146
5.23 354 10422 146
5.24 353 10420 147
5.25 352 10418 148
5.26 354 10420 146
5.27 355 10421 145
5.28 356 10422 144
5.29 355 10418 145
5.3 355 10418 145
5.31 356 10419 144
5.32 355 10418 145
5.33 352 10414 148
5.34 355 10417 145
5.35 352 10413 148
5.36 352 10412 148
5.37 352 10411 148
5.38 354 10412 146
5.39 357 10414 143
5.4 359 10416 141
5.41 360 10417 140
5.42 362 10419 138
5.43 364 10418 136
5.44 363 10415 137
5.45 361 10411 139
5.46 363 10412 137
5.47 362 10408 138
5.48 361 10407 139
5.49 360 10404 140
5.5 358 10400 142
5.51 359 10401 141
5.52 357 10399 143
5.53 358 10400 142
5.54 356 10397 144
5.55 354 10395 146
5.56 352 10393 148
5.57 352 10390 148
5.58 352 10390 148
5.59 354 10390 146
5.6 353 10388 147
5.61 351 10385 149
5.62 350 10384 150
5.63 350 10382 150
5.64 348 10379 152
5.65 350 10380 150
5.66 350 10379 150
5.67 350 10379 150
5.68 352 10381 148
5.69 353 10381 147
5.7 351 10378 149
5.71 351 10377 149
5.72 353 10378 147
5.73 354 10377 146
5.74 351 10372 149
5.75 352 10373 148
5.76 353 10373 147
5.77 354 10373 146
5.78 354 10373 146
5.79 356 10374 144
5.8 356 10372 144
5.81 356 10372 144
5.82 353 10368 147
5.83 355 10366 145
5.84 356 10365 144
5.85 360 10369 140
5.86 359 10367 141
5.87 360 10367 140
5.88 361 10366 139
5.89 362 10366 138
5.9 362 10363 138
5.91 362 10362 138
5.92 361 10360 139
5.93 364 10363 136
5.94 364 10363 136
5.95 365 10361 135
5.96 364 10358 136
5.97 365 10359 135
5.98 363 10356 137
5.99 361 10354 139
6 362 10353 138
6.01 361 10352 139
6.02 363 11260 137
6.03 364 11260 136
6.04 366 11261 134
6.05 370 11263 130
6.06 370 11263 130
6.07 371 11264 129
6.08 370 11260 130
6.09 368 11256 132
6.1 369 11254 131
6.11 367 11251 133
6.12 365 11245 135
6.13 364 11243 136
6.14 366 11244 134
6.15 363 11240 137
6.16 362 11238 138
6.17 361 11236 139
6.18 361 11236 139
6.19 366 11240 134
6.2 361 11234 139
6.21 360 11232 140
6.22 361 11231 139
6.23 359 11229 141
6.24 358 11226 142
6.25 357 11225 143
6.26 359 11227 141
6.27 359 11227 141
6.28 360 11223 140
6.29 359 11221 141
6.3 359 11219 141
6.31 357 11214 143
6.32 357 11214 143
6.33 357 11211 143
6.34 357 11211 143
6.35 356 11209 144
6.36 354 11203 146
6.37 357 11205 143
6.38 355 11197 145
6.39 356 11198 144
6.4 355 11194 145
6.41 355 11192 145
6.42 355 11191 145
6.43 356 11192 144
6.44 356 11192 144
6.45 357 11193 143
6.46 354 11187 146
6.47 354 11186 146
6.48 354 11184 146
6.49 354 11183 146
6.5 353 11179 147
6.51 354 11180 146
6.52 353 11178 147
6.53 352 11175 148
6.54 352 11171 148
6.55 352 11170 148
6.56 352 11169 148
6.57 349 11165 151
6.58 351 11164 149
6.59 351 11164 149
6.6 351 11163 149
6.61 352 11163 148
6.62 352 11160 148
6.63 354 11158 146
6.64 352 11156 148
6.65 352 11154 148
6.66 351 11153 149
6.67 352 11153 148
6.68 351 11149 149
6.69 352 11147 148
6.7 353 11145 147
6.71 353 11143 147
6.72 349 11139 151
6.73 349 11137 151
6.74 348 11135 152
6.75 349 11135 151
6.76 347 11131 153
6.77 348 11132 152
6.78 349 11132 151
6.79 348 11129 152
6.8 347 11126 153
6.81 349 11123 151
6.82 350 11121 150
6.83 352 11123 148
6.84 355 11125 145
6.85 352 11121 148
6.86 353 11120 147
6.87 354 11119 146
6.88 353 11118 147
6.89 351 11116 149
6.9 351 11114 149
6.91 347 11109 153
6.92 347 11108 153
6.93 349 11105 151
6.94 348 11100 152
6.95 350 11101 150
6.96 348 11098 152
6.97 348 11098 152
6.98 350 11099 150
6.99 352 11100 148
7 352 11099 148
7.01 352 11097 148
7.02 355 12786 145
7.03 353 12782 147
7.04 353 12782 147
7.05 354 12783 146
7.06 351 12780 149
7.07 348 12777 152
7.08 347 12774 153
7.09 347 12772 153
7.1 346 12771 154
7.11 343 12768 157
7.12 341 12762 159
7.13 343 12758 157
7.14 344 12757 156
7.15 343 12755 157
7.16 345 12754 155
7.17 345 12753 155
7.18 346 12753 154
7.19 346 12749 154
7.2 345 12744 155
7.21 344 12739 156
7.22 344 12739 156
7.23 344 12738 156
7.24 347 12741 153
7.25 349 12739 151
7.26 347 12737 153
7.27 345 12735 155
7.28 345 12734 155
7.29 344 12732 156
7.3 347 12735 153
7.31 349 12737 151
7.32 352 12737 148
7.33 350 12732 150
7.34 349 12728 151
7.35 348 12725 152
7.36 349 12723 151
7.37 352 12721 148
7.38 350 12719 150
7.39 349 12718 151
7.4 351 12717 149
7.41 349 12714 151
7.42 349 12713 151
7.43 350 12714 150
7.44 351 12714 149
7.45 351 12712 149
7.46 351 12710 149
7.47 351 12708 149
7.48 353 12707 147
7.49 353 12706 147
7.5 353 12705 147
7.51 352 12702 148
7.52 351 12699 149
7.53 349 12694 151
7.54 346 12691 154
7.55 346 12688 154
7.56 347 12686 153
7.57 348 12687 152
7.58 348 12685 152
7.59 349 12685 151
7.6 349 12685 151
7.61 348 12680 152
7.62 348 12679 152
7.63 347 12677 153
7.64 343 12672 157
7.65 341 12669 159
7.66 340 12667 160
7.67 340 12667 160
7.68 341 12667 159
7.69 342 12665 158
7.7 342 12665 158
7.71 343 12665 157
7.72 346 12667 154
7.73 346 12664 154
7.74 344 12662 156
7.75 345 12661 155
7.76 347 12661 153
7.77 345 12657 155
7.78 345 12655 155
7.79 344 12654 156
7.8 344 12652 156
7.81 342 12649 158
7.82 343 12649 157
7.83 340 12645 160
7.84 340 12644 160
7.85 342 12646 158
7.86 342 12641 158
7.87 341 12640 159
7.88 338 12636 162
7.89 340 12638 160
7.9 341 12638 159
7.91 339 12634 161
7.92 339 12632 161
7.93 340 12631 160
7.94 338 12626 162
7.95 339 12625 161
7.96 338 12622 162
7.97 340 12624 160
7.98 342 12623 158
7.99 341 12620 159
8 339 12616 161
8.01 342 12615 158
8.02 342 15490 158
8.03 340 15486 160
8.04 337 15481 163
8.05 337 15480 163
8.06 340 15480 160
8.07 338 15476 162
8.08 337 15470 163
8.09 336 15465 164
8.1 336 15460 164
8.11 337 15460 163
8.12 337 15460 163
8.13 338 15461 162
8.14 338 15460 162
8.15 341 15460 159
8.16 338 15454 162
8.17 339 15451 161
8.18 341 15450 159
8.19 341 15447 159
8.2 341 15444 159
8.21 341 15442 159
8.22 338 15437 162
8.23 338 15435 162
8.24 338 15432 162
8.25 337 15431 163
8.26 337 15431 163
8.27 335 15426 165
8.28 337 15425 163
8.29 338 15424 162
8.3 338 15420 162
8.31 339 15420 161
8.32 337 15417 163
8.33 337 15413 163
8.34 336 15408 164
8.35 337 15409 163
8.36 335 15406 165
8.37 337 15407 163
8.38 336 15402 164
8.39 337 15401 163
8.4 337 15401 163
8.41 337 15401 163
8.42 338 15398 162
8.43 340 15398 160
8.44 340 15396 160
8.45 343 15396 157
8.46 343 15392 157
8.47 344 15391 156
8.48 343 15388 157
8.49 344 15384 156
8.5 344 15382 156
8.51 343 15378 157
8.52 341 15373 159
8.53 345 15377 155
8.54 345 15374 155
8.55 344 15370 156
8.56 345 15365 155
8.57 343 15358 157
8.58 345 15358 155
8.59 348 15357 152
8.6 348 15355 152
8.61 346 15350 154
8.62 347 15348 153
8.63 348 15348 152
8.64 348 15342 152
8.65 350 15343 150
8.66 350 15341 150
8.67 349 15339 151
8.68 348 15333 152
8.69 345 15328 155
8.7 345 15328 155
8.71 346 15327 154
8.72 347 15328 153
8.73 346 15326 154
8.74 345 15323 155
8.75 345 15321 155
8.76 345 15319 155
8.77 346 15319 154
8.78 344 15316 156
8.79 344 15314 156
8.8 342 15312 158
8.81 341 15306 159
8.82 341 15305 159
8.83 342 15304 158
8.84 342 15302 158
8.85 344 15299 156
8.86 345 15298 155
8.87 346 15298 154
8.88 347 15299 153
8.89 343 15294 157
8.9 340 15291 160
8.91 337 15282 163
8.92 337 15281 163
8.93 337 15277 163
8.94 340 15278 160
8.95 339 15272 161
8.96 340 15273 160
8.97 339 15271 161
8.98 341 15273 159
8.99 341 15270 159
9 341 15268 159
9.01 345 15269 155
9.02 347 18169 153
9.03 348 18167 152
9.04 348 18165 152
9.05 347 18161 153
9.06 347 18158 153
9.07 343 18152 157
9.08 341 18146 159
9.09 338 18140 162
9.1 335 18133 165
9.11 338 18135 162
9.12 337 18132 163
9.13 335 18129 165
9.14 334 18125 166
9.15 335 18122 165
9.16 339 18124 161
9.17 339 18121 161
9.18 341 18121 159
9.19 340 18115 160
9.2 337 18110 163
9.21 336 18105 164
9.22 333 18099 167
9.23 334 18097 166
9.24 335 18096 165
9.25 336 18096 164
9.26 335 18094 165
9.27 333 18089 167
9.28 333 18085 167
9.29 332 18083 168
9.3 333 18081 167
9.31 331 18078 169
9.32 332 18077 168
9.33 333 18075 167
9.34 332 18073 168
9.35 333 18070 167
9.36 336 18071 164
9.37 336 18067 164
9.38 336 18063 164
9.39 332 18059 168
9.4 327 18052 173
9.41 327 18050 173
9.42 326 18048 174
9.43 326 18046 174
9.44 324 18041 176
9.45 321 18036 179
9.46 321 18034 179
9.47 321 18030 179
9.48 323 18029 177
9.49 325 18030 175
9.5 324 18027 176
9.51 324 18025 176
9.52 326 18023 174
9.53 326 18021 174
9.54 327 18021 173
9.55 328 18020 172
9.56 326 18016 174
9.57 326 18016 174
9.58 325 18011 175
9.59 323 18004 177
9.6 323 17999 177
9.61 322 17993 178
9.62 323 17991 177
9.63 322 17987 178
9.64 318 17981 182
9.65 318 17978 182
9.66 318 17976 182
9.67 315 17970 185
9.68 317 17971 183
9.69 316 17970 184
9.7 318 17967 182
9.71 318 17964 182
9.72 320 17963 180
9.73 321 17959 179
9.74 324 17959 176
9.75 326 17959 174
9.76 328 17958 172
9.77 328 17955 172
9.78 328 17951 172
9.79 330 17951 170
9.8 333 17948 167
9.81 333 17948 167
9.82 331 17945 169
9.83 331 17942 169
9.84 329 17936 171
9.85 330 17936 170
9.86 329 17931 171
9.87 324 17921 176
9.88 324 17920 176
9.89 323 17916 177
9.9 322 17914 178
9.91 322 17912 178
9.92 322 17909 178
9.93 319 17903 181
9.94 316 17898 184
9.95 315 17890 185
9.96 315 17888 185
9.97 315 17886 185
9.98 317 17888 183
9.99 316 17882 184
10 314 17877 186
10.01 313 17872 187
10.02 313 18428 187
10.03 315 18430 185
10.04 313 18425 187
10.05 312 18421 188
10.06 312 18420 188
10.07 311 18418 189
10.08 310 18414 190
10.09 312 18415 188
10.1 313 18414 187
10.11 315 18412 185
10.12 315 18408 185
10.13 315 18404 185
10.14 317 18404 183
10.15 316 18401 184
10.16 316 18396 184
10.17 317 18393 183
10.18 316 18389 184
10.19 318 18386 182
10.2 318 18381 182
10.21 321 18382 179
10.22 324 18384 176
10.23 324 18381 176
10.24 325 18376 175
10.25 324 18375 176
10.26 327 18375 173
10.27 330 18377 170
10.28 332 18377 168
10.29 331 18375 169
10.3 331 18372 169
10.31 330 18367 170
10.32 329 18362 171
10.33 328 18358 172
10.34 328 18354 172
10.35 329 18352 171
10.36 333 18354 167
10.37 332 18351 168
10.38 331 18347 169
10.39 329 18344 171
10.4 328 18339 172
10.41 328 18334 172
10.42 329 18332 171
10.43 330 18330 170
10.44 331 18331 169
10.45 331 18326 169
10.46 329 18322 171
10.47 330 18321 170
10.48 327 18316 173
10.49 329 18313 171
10.5 328 18306 172
10.51 326 18302 174
10.52 322 18296 178
10.53 322 18296 178
10.54 322 18291 178
10.55 325 18293 175
10.56 324 18291 176
10.57 326 18291 174
10.58 325 18285 175
10.59 328 18281 172
10.6 326 18273 174
10.61 325 18268 175
10.62 323 18262 177
10.63 323 18260 177
10.64 325 18260 175
10.65 326 18253 174
10.66 327 18253 173
10.67 327 18252 173
10.68 327 18247 173
10.69 327 18245 173
10.7 326 18240 174
10.71 326 18239 174
10.72 327 18239 173
10.73 325 18233 175
10.74 325 18230 175
10.75 326 18229 174
10.76 327 18227 173
10.77 324 18222 176
10.78 325 18220 175
10.79 324 18216 176
10.8 323 18207 177
10.81 322 18205 178
10.82 321 18196 179
10.83 321 18189 179
10.84 321 18185 179
10.85 320 18183 180
10.86 320 18180 180
10.87 319 18174 181
10.88 321 18171 179
10.89 318 18164 182
10.9 318 18160 182
10.91 317 18155 183
10.92 315 18150 185
10.93 313 18147 187
10.94 314 18144 186
10.95 315 18144 185
10.96 314 18138 186
10.97 315 18137 185
10.98 313 18130 187
10.99 314 18124 186
11 312 18117 188
11.01 311 18112 189
11.02 310 21023 190
11.03 310 21022 190
11.04 308 21017 192
11.05 309 21011 191
11.06 307 21006 193
11.07 307 21002 193
11.08 306 20995 194
11.09 311 20995 189
11.1 316 20998 184
11.11 314 20992 186
11.12 313 20988 187
11.13 315 20987 185
11.14 316 20985 184
11.15 313 20980 187
11.16 311 20975 189
11.17 308 20967 192
11.18 308 20962 192
11.19 308 20957 192
11.2 310 20956 190
11.21 311 20956 189
11.22 312 20955 188
11.23 312 20955 188
11.24 314 20957 186
11.25 313 20953 187
11.26 313 20951 187
11.27 313 20950 187
11.28 314 20948 186
11.29 314 20946 186
11.3 316 20946 184
11.31 316 20944 184
11.32 318 20942 182
11.33 321 20942 179
11.34 323 20939 177
11.35 325 20940 175
11.36 323 20937 177
11.37 322 20932 178
11.38 319 20926 181
11.39 317 20922 183
11.4 316 20917 184
11.41 317 20917 183
11.42 317 20914 183
11.43 315 20911 185
11.44 312 20906 188
11.45 310 20897 190
11.46 310 20894 190
11.47 310 20888 190
11.48 308 20883 192
11.49 307 20879 193
11.5 309 20879 191
11.51 312 20876 188
11.52 313 20876 187
11.53 309 20869 191
11.54 307 20864 193
11.55 308 20861 192
11.56 307 20859 193
11.57 311 20860 189
11.58 313 20857 187
11.59 313 20856 187
11.6 311 20853 189
11.61 311 20851 189
11.62 310 20845 190
11.63 310 20843 190
11.64 311 20840 189
11.65 313 20838 187
11.66 312 20834 188
11.67 312 20829 188
11.68 310 20823 190
11.69 314 20823 186
11.7 313 20818 187
11.71 312 20816 188
11.72 316 20813 184
11.73 320 20814 180
11.74 320 20812 180
11.75 314 20802 186
11.76 310 20795 190
11.77 312 20792 188
11.78 310 20788 190
11.79 312 20789 188
11.8 313 20784 187
11.81 310 20778 190
11.82 313 20778 187
11.83 315 20772 185
11.84 313 20769 187
11.85 315 20771 185
11.86 311 20764 189
11.87 309 20757 191
11.88 309 20752 191
11.89 309 20751 191
11.9 310 20747 190
11.91 310 20746 190
11.92 309 20743 191
11.93 306 20738 194
11.94 307 20737 193
11.95 307 20734 193
11.96 304 20729 196
11.97 307 20728 193
11.98 306 20726 194
11.99 306 20722 194
12 301 20714 199
12.01 301 20711 199
12.02 300 23581 200
12.03 300 23576 200
12.04 301 23569 199
12.05 302 23567 198
12.06 302 23564 198
12.07 303 23560 197
12.08 304 23559 196
12.09 303 23554 197
12.1 306 23556 194
12.11 309 23554 191
12.12 308 23548 192
12.13 307 23543 193
12.14 306 23540 194
12.15 307 23540 193
12.16 308 23538 192
12.17 309 23538 191
12.18 309 23535 191
12.19 309 23533 191
12.2 310 23530 190
12.21 311 23529 189
12.22 311 23521 189
12.23 316 23521 184
12.24 314 23514 186
12.25 313 23511 187
12.26 315 23505 185
12.27 311 23497 189
12.28 309 23490 191
12.29 307 23485 193
12.3 308 23483 192
12.31 303 23474 197
12.32 302 23470 198
12.33 300 23466 200
12.34 298 23456 202
12.35 300 23455 200
12.36 302 23452 198
12.37 303 23451 197
12.38 300 23447 200
12.39 301 23447 199
12.4 303 23444 197
12.41 307 23446 193
12.42 303 23437 197
12.43 303 23434 197
12.44 303 23432 197
12.45 303 23425 197
12.46 302 23421 198
12.47 304 23420 196
12.48 305 23420 195
12.49 304 23416 196
12.5 305 23415 195
12.51 304 23412 196
12.52 302 23407 198
12.53 306 23408 194
12.54 304 23401 196
12.55 301 23393 199
12.56 300 23388 200
12.57 299 23383 201
12.58 299 23375 201
12.59 302 23377 198
12.6 298 23371 202
12.61 292 23360 208
12.62 294 23358 206
12.63 293 23354 207
12.64 294 23348 206
12.65 296 23347 204
12.66 294 23341 206
12.67 294 23334 206
12.68 294 23333 206
12.69 291 23325 209
12.7 293 23321 207
12.71 291 23317 209
12.72 290 23311 210
12.73 288 23305 212
